userid	history_list	pos_target	full_candidate
161358	[148525, 1105947, 212538, 1011077, 92297, 312176, 758085, 212168, 512261, 812559]	4	[900453, 1032361, 144287, 519225, 300882]
1059855	[563185, 492316, 175818, 1039262, 491903, 265336, 924867, 959551, 582076, 625180]	0	[346699, 770181, 451377, 458710, 961987]
673215	[846187, 486876, 246602, 1047069, 265666, 846227, 461895, 780186, 1098943, 932123]	1	[86252, 639756, 300551, 790769, 251060]
1082480	[645929, 996746, 900240, 296632, 1057696, 216469, 516498, 516993, 1057685, 311420]	1	[802056, 517736, 816453, 494872, 254939]
1006976	[246602, 212574, 851436, 151184, 573110, 639756, 649877, 276137, 809746, 863666]	3	[561710, 751657, 470040, 511957, 178100]
1381004	[686804, 686208, 778364, 1069130, 1100153, 188681, 1107293, 158317, 298760, 200635]	1	[217810, 920065, 1066648, 338206, 851424]
1465830	[547360, 614026, 1069131, 701195, 458710, 859712, 479140, 254939, 34984, 542850]	2	[285686, 468908, 267978, 15520, 920025]
885703	[441774, 1025307, 302922, 134765, 284579, 1076104, 1086922, 1021656, 1061262, 741493]	3	[553779, 1039288, 1115625, 809358, 614280]
105307	[65413, 696406, 460224, 10312, 197452, 1088803, 811624, 649876, 246487, 209532]	1	[817727, 634845, 924867, 846227, 176411]
743175	[591, 1059767, 900432, 600653, 867261, 812123, 388754, 900421, 1103605, 1076994]	1	[456348, 560379, 448577, 249595, 300648]
581925	[597857, 879350, 1032351, 863547, 852994, 1050685, 8315, 864447, 39412, 95535]	2	[329491, 627008, 615722, 820898, 68387]
1374303	[164753, 775048, 899195, 879949, 490181, 79368, 85291, 1036032, 469817, 582368]	4	[883290, 998017, 282802, 23028, 819004]
1280576	[550065, 661314, 91846, 410254, 819544, 410253, 900797, 302922, 794976, 284579]	0	[134765, 778939, 931953, 168302, 431535]
936118	[565982, 741469, 331259, 31455, 510970, 31496, 67992, 809501, 605575, 681368]	3	[884995, 617119, 760390, 331296, 375790]
707570	[900341, 381854, 600528, 282716, 146944, 458831, 583939, 388753, 220735, 550]	0	[1075531, 1105835, 394969, 171400, 95535]
1404658	[1074108, 846116, 1074188, 246597, 11623, 187358, 130364, 246499, 14863, 246613]	3	[164754, 638902, 282962, 10312, 629253]
1014506	[821010, 489490, 300667, 884053, 497021, 520850, 869925, 715, 820983, 103198]	0	[260151, 11623, 627227, 613, 803853]
935992	[449821, 862393, 774063, 900397, 1059714, 1101692, 613844, 443335, 866769, 580159]	0	[157903, 1075809, 496109, 478333, 1092029]
676446	[563184, 234872, 1088803, 864078, 17474, 276033, 15520, 1090965, 187358, 1094348]	4	[344790, 627377, 996746, 910545, 10312]
230682	[354225, 905761, 768139, 596804, 1055835, 1012931, 313525, 764118, 286504, 772961]	0	[815806, 283111, 1032353, 978961, 300427]
345151	[327246, 949959, 1075531, 534768, 975380, 817727, 600528, 583939, 198972, 282716]	1	[1037598, 460, 492214, 243160, 627008]
828183	[881665, 465067, 657326, 633627, 622946, 193031, 1062685, 887338, 811760, 64014]	3	[260151, 188681, 445212, 887337, 371026]
196019	[215189, 690312, 1101692, 157903, 443335, 613844, 900397, 1059714, 866769, 520735]	3	[1074108, 910542, 811923, 281010, 543658]
45955	[741491, 582368, 879949, 85291, 1022919, 490181, 819004, 899195, 68387, 707528]	1	[194604, 164753, 30448, 616560, 487957]
1361913	[246498, 246597, 149195, 846116, 846134, 11623, 451071, 14864, 14863, 803853]	2	[103198, 331176, 616523, 919900, 1044821]
153011	[707528, 775048, 582368, 164753, 75639, 638922, 162603, 741492, 819004, 899195]	3	[851436, 622964, 820946, 375863, 328712]
946398	[681360, 631293, 31455, 381426, 510970, 681368, 67992, 1038468, 739798, 529397]	4	[639172, 680865, 212233, 197452, 409236]
537908	[300745, 13313, 212415, 314425, 1034067, 272504, 300767, 512686, 233756, 995495]	4	[1098488, 1062546, 180046, 768508, 328408]
59816	[476960, 655197, 586989, 686210, 400538, 468937, 512530, 845735, 867660, 980804]	2	[14030, 14030, 768684, 1055776, 443335]
762576	[252853, 441774, 741493, 819544, 410253, 900797, 1115793, 1086922, 519229, 284579]	1	[1046487, 972209, 490211, 455850, 108205]
1009210	[280705, 837446, 805616, 26102, 636190, 67025, 1032351, 8315, 1081649, 23302]	1	[203040, 788041, 195657, 862393, 512530]
444605	[1036760, 864078, 187358, 576761, 810885, 1074188, 1074108, 451071, 846116, 15520]	2	[790368, 600616, 386410, 883415, 875393]
1043514	[1061158, 138900, 34975, 451377, 254825, 203472, 506865, 502743, 62246, 881717]	0	[284510, 681926, 274846, 883415, 1032361]
927959	[1014189, 916630, 681926, 456572, 753197, 276919, 283201, 220490, 300631, 884995]	3	[820229, 1008012, 568048, 916686, 1058329]
386358	[180918, 516960, 1078191, 512914, 348009, 792654, 246872, 843964, 547190, 564162]	0	[771783, 1032353, 300427, 297726, 210438]
281207	[584171, 1102097, 111696, 13452, 282616, 746535, 816257, 141, 900089, 587274]	4	[11892, 900409, 628709, 262598, 15355]
783868	[1103605, 591, 867261, 1059767, 900421, 900409, 600616, 820229, 388754, 900452]	2	[1074188, 811972, 900432, 249544, 1057545]
438617	[900447, 820903, 1029168, 600691, 1059787, 794280, 1101305, 864721, 74110, 900463]	4	[1053248, 964825, 324510, 900449, 300648]
1445460	[918899, 639227, 515310, 81654, 235019, 807, 850288, 597821, 315191, 300809]	3	[163289, 23302, 644193, 864146, 509782]
296660	[185111, 185113, 302652, 519708, 368723, 408615, 520081, 476620, 519225, 842288]	4	[1052077, 144635, 1050715, 466156, 639120]
514219	[1051714, 900470, 900463, 1098216, 600644, 505111, 67604, 820945, 221093, 567966]	2	[843429, 600525, 820898, 44855, 480092]
1400273	[1044821, 65413, 741664, 1088803, 771770, 514116, 246235, 468908, 460224, 1043894]	0	[1036760, 864089, 376678, 261441, 23518]
548403	[331253, 31496, 681360, 26815, 180046, 510970, 331259, 741469, 681368, 27726]	2	[491886, 639688, 409236, 645929, 214934]
445111	[842306, 300901, 901786, 441811, 503760, 628113, 808828, 919412, 149294, 409945]	1	[35090, 2327, 262637, 801571, 595627]
74443	[215490, 391770, 330320, 178952, 906238, 553296, 798626, 286321, 370915, 934248]	2	[302470, 37237, 951925, 614280, 896151]
1252698	[625636, 331435, 854965, 516357, 516251, 922894, 631466, 922943, 331453, 547886]	4	[300551, 600341, 631881, 553327, 446185]
766206	[460762, 323567, 942480, 442087, 198720, 799036, 607725, 354231, 313999, 799051]	2	[1061408, 1046487, 57871, 878433, 886039]
1275839	[644852, 148906, 241896, 780646, 300850, 811972, 512322, 849603, 212129, 928071]	2	[434309, 1039262, 33047, 579377, 628493]
900061	[220248, 954111, 523176, 329491, 921557, 853453, 86292, 878403, 774080, 1102913]	3	[518440, 696406, 400532, 553774, 453107]
842218	[279574, 1008634, 751657, 542850, 701195, 964825, 614026, 479140, 34984, 254939]	0	[458710, 584169, 587274, 862782, 277724]
445425	[794954, 819540, 1041394, 1061262, 284579, 519229, 455336, 741493, 91846, 794976]	0	[441774, 1078749, 867660, 176516, 519708]
937979	[187358, 1036760, 1094348, 246235, 246597, 98665, 771770, 10312, 1074188, 180401]	0	[246306, 1171, 482495, 911093, 608464]
88381	[212093, 920025, 212089, 932584, 411090, 755151, 43196, 338167, 811927, 627654]	2	[662086, 810170, 710187, 564559, 178952]
716400	[451377, 642706, 34975, 95122, 498800, 333399, 203472, 284510, 264263, 775298]	1	[820898, 138900, 812590, 876953, 534768]
1419514	[1030429, 168302, 1042802, 883290, 564099, 314069, 317573, 468405, 29704, 1075646]	4	[180947, 1089689, 901786, 300018, 251060]
777053	[251002, 444284, 568234, 276137, 846691, 1047069, 212574, 151184, 846187, 809746]	4	[1069131, 842288, 703625, 465212, 851436]
444920	[300551, 844543, 220302, 1100319, 578862, 146944, 600528, 220675, 90127, 458831]	4	[954111, 580942, 629604, 491886, 282716]
529169	[959949, 1029168, 220789, 600644, 520751, 820946, 67604, 1098216, 794280, 1059798]	4	[812001, 794976, 15355, 545600, 505111]
339174	[451071, 1074188, 209532, 246487, 771770, 546398, 576761, 14864, 246597, 1078026]	1	[900415, 846116, 1101572, 372747, 311193]
203953	[900786, 511157, 110944, 298760, 339702, 433880, 158317, 343355, 1069130, 920065]	3	[1082586, 354224, 11160, 277724, 779745]
778848	[975380, 220675, 1059686, 220315, 220735, 473680, 520678, 550, 844543, 1004194]	1	[772055, 520659, 626528, 1042802, 178934]
911207	[479978, 243608, 515255, 83830, 582682, 522072, 151828, 254426, 815290, 287179]	4	[1030222, 576005, 741491, 193031, 887336]
374268	[248664, 180918, 212233, 1016093, 771783, 816814, 644193, 564162, 265667, 846883]	2	[299060, 797649, 846871, 482486, 1043466]
1165400	[23028, 452458, 33004, 979062, 242605, 225489, 342886, 506200, 602032, 482488]	1	[757463, 182108, 279889, 375589, 185111]
198880	[805616, 636190, 852994, 1050685, 1050985, 788041, 597857, 837446, 550180, 300778]	1	[811977, 280705, 630252, 262637, 776438]
299649	[788488, 567542, 187358, 247621, 1094348, 1039288, 98665, 130364, 276033, 196188]	0	[522256, 562794, 301010, 814750, 876748]
638973	[225489, 23028, 576950, 281243, 469814, 1062817, 452458, 506200, 33004, 242605]	0	[602032, 583939, 797016, 757475, 745003]
1377241	[216509, 491760, 1012386, 263714, 216575, 491762, 564154, 1056757, 879702, 563282]	3	[921073, 601049, 2262, 209734, 807810]
453714	[327246, 481, 456571, 460, 583939, 600548, 300527, 863657, 221989, 450]	1	[577644, 600528, 333874, 189599, 881665]
1263398	[10312, 98665, 1102814, 196188, 276033, 1036760, 741664, 905629, 1088803, 1044821]	2	[216575, 944821, 460224, 313999, 624389]
1325258	[262187, 503701, 1092029, 564162, 910917, 512914, 246872, 616560, 1016093, 547190]	3	[521340, 763159, 280705, 247090, 1021656]
1181540	[130364, 246599, 1036760, 771770, 563184, 864078, 1044821, 15520, 1088803, 180401]	0	[905629, 442087, 953844, 459551, 333874]
17810	[151828, 582682, 522072, 887336, 639172, 24666, 83830, 345660, 909982, 579377]	2	[1100942, 175442, 81148, 1020394, 149195]
1405231	[812559, 212168, 364925, 670320, 900787, 580942, 811977, 92297, 28452, 1105947]	3	[598923, 602886, 334412, 300882, 863441]
1068376	[214948, 979379, 272504, 601021, 811921, 760154, 889499, 608556, 300767, 255602]	0	[362522, 931953, 1115793, 1053892, 476023]
214250	[314425, 264067, 812531, 920025, 338167, 175442, 889499, 959911, 755151, 233756]	2	[189150, 150140, 480381, 299713, 516581]
1025234	[24591, 807810, 1103912, 177077, 1053373, 802901, 677285, 565974, 784863, 173049]	3	[769390, 522072, 194604, 652233, 489490]
167598	[1047069, 649877, 851436, 882344, 932123, 265666, 40910, 546505, 1089868, 809746]	1	[1025593, 573110, 165147, 1057401, 1053282]
215967	[1066648, 887336, 287179, 215280, 151828, 815290, 515255, 867631, 381453, 582682]	0	[479978, 772185, 433880, 175818, 547190]
826546	[317573, 314069, 468405, 168302, 328143, 1042802, 758535, 29704, 883290, 861424]	0	[1030429, 1115793, 1009302, 967584, 280705]
648352	[920065, 188681, 158317, 778364, 387060, 686208, 1100153, 1107293, 686804, 298760]	0	[1078257, 13869, 878177, 923378, 328408]
1268808	[300018, 335325, 1059686, 228546, 560486, 583939, 458831, 95122, 317343, 189599]	0	[282716, 906232, 283741, 959551, 281010]
528658	[297651, 577644, 910303, 794690, 35090, 212149, 276785, 812001, 296336, 300901]	1	[1103262, 529923, 524620, 327006, 802921]
514355	[220789, 864721, 1101305, 600625, 820946, 220815, 820945, 775566, 600644, 74110]	2	[912826, 308551, 600728, 300590, 775298]
1444330	[148525, 212538, 216262, 622964, 758085, 578527, 92297, 512261, 1105947, 300882]	0	[312176, 919285, 479978, 300614, 285686]
774066	[276033, 741664, 843429, 1088803, 1094348, 187358, 15522, 159979, 547649, 234872]	3	[72156, 583171, 1059360, 98665, 106338]
58581	[329491, 523176, 853453, 86292, 878403, 954111, 553774, 8400, 603442, 13927]	4	[196603, 861424, 224328, 750769, 220248]
984423	[241896, 327307, 811956, 644852, 812542, 1053285, 811969, 812550, 33047, 582230]	1	[1051680, 1046853, 158832, 655197, 699317]
150289	[568048, 1093367, 576005, 179009, 808643, 959833, 819708, 334737, 834072, 192686]	3	[434309, 639227, 335118, 268116, 287620]
1440751	[780186, 851436, 486876, 265666, 863666, 1089868, 40910, 846691, 649877, 932123]	2	[216285, 799036, 511957, 216469, 625232]
918023	[151832, 1078745, 300614, 887337, 64014, 811760, 465067, 657326, 1062685, 193031]	4	[627550, 815394, 287620, 451658, 887338]
816613	[863657, 900341, 900355, 239630, 221989, 450, 583939, 460, 560486, 481]	0	[600528, 1059863, 469814, 561630, 542850]
284621	[844543, 510, 820396, 198970, 600525, 220315, 512304, 1004194, 381854, 339688]	3	[705333, 815292, 460224, 583939, 224729]
1397368	[212538, 1105947, 1053292, 886822, 812559, 580942, 998098, 212155, 439411, 459551]	2	[224328, 686228, 300882, 185113, 1097298]
733782	[547886, 854965, 331435, 922894, 516251, 626718, 631466, 331453, 922943, 446185]	0	[625636, 1052635, 461895, 262080, 331212]
1202282	[474324, 776438, 746936, 616263, 176516, 328143, 1051174, 1038512, 29711, 758535]	0	[868946, 31350, 628113, 261263, 462786]
422434	[381453, 815290, 81148, 479978, 901276, 336125, 909982, 515255, 24666, 520559]	4	[106553, 262187, 541829, 505111, 867631]
1381580	[331435, 922894, 625636, 631466, 863441, 1044028, 516357, 516251, 922943, 580874]	4	[615224, 1066648, 638641, 673636, 1062287]
736182	[900786, 188681, 387060, 200635, 778364, 343355, 1107293, 298760, 686804, 386206]	0	[511157, 333399, 207566, 371026, 196188]
1368926	[64014, 1078745, 887338, 633627, 1062685, 811760, 622946, 657326, 1106523, 980367]	3	[564127, 297546, 900341, 887337, 228638]
1109772	[600649, 516125, 490430, 601850, 441773, 349882, 176411, 39053, 811381, 613]	2	[354225, 928071, 663642, 1076104, 900456]
442077	[547190, 212233, 180918, 644193, 265667, 1016093, 262187, 516960, 564162, 792654]	2	[1056696, 375790, 846883, 653716, 652233]
41346	[683926, 214948, 608556, 1054653, 812531, 512684, 512682, 811921, 627654, 272504]	3	[386184, 1075646, 900341, 328408, 473680]
1159365	[543658, 106553, 920093, 1044037, 180239, 1056999, 843123, 543622, 365727, 1043592]	0	[460789, 558261, 616523, 960291, 811958]
329493	[929615, 565890, 277628, 430390, 273258, 349820, 1078749, 815857, 957464, 584623]	3	[686804, 297726, 281442, 215515, 614234]
1402836	[220743, 230016, 900421, 1104502, 388754, 591, 844547, 867261, 1102432, 812123]	0	[635, 1055885, 282962, 14030, 775298]
674417	[312176, 148525, 1011077, 212538, 1093605, 600911, 758085, 878177, 439411, 900631]	4	[307568, 1037692, 813782, 33004, 734801]
1015807	[130816, 524496, 300441, 878435, 26623, 600452, 812431, 878433, 269683, 939582]	1	[206, 708802, 546398, 747148, 262187]
1446310	[515235, 1055789, 334488, 1055927, 430390, 215327, 476539, 411290, 349820, 215515]	2	[547357, 468405, 188362, 381453, 490770]
321661	[151828, 887336, 639172, 83830, 81148, 24666, 515255, 815290, 579377, 522072]	0	[867631, 595627, 880090, 741664, 768139]
1283638	[300527, 327246, 300549, 198972, 1053578, 239630, 900355, 450, 520678, 512304]	3	[1024513, 265667, 845735, 1075531, 1051950]
775441	[376678, 585469, 801571, 780209, 496109, 217628, 1057545, 919522, 789565, 1037692]	2	[495160, 574973, 817354, 1041406, 1101305]
248057	[459806, 576761, 246597, 846116, 1074188, 24960, 130364, 196188, 563184, 522256]	0	[1074108, 582076, 650083, 1090295, 808828]
1456709	[1093367, 802060, 1044834, 342752, 42838, 179009, 268116, 576005, 959833, 192686]	4	[1103262, 491886, 188681, 262080, 819708]
957211	[337118, 515214, 875393, 561710, 217709, 215341, 869398, 815255, 809521, 815257]	4	[216215, 72156, 910917, 778364, 750769]
995042	[314069, 616263, 1030429, 1042802, 861424, 474324, 251060, 809502, 263755, 1075646]	2	[459806, 108205, 168302, 346759, 264227]
840906	[13313, 811921, 1034067, 812531, 512686, 584241, 601021, 889499, 1032353, 811927]	4	[338512, 788036, 234841, 342630, 782692]
1091314	[8315, 597857, 864447, 615722, 852994, 863547, 879350, 280705, 67025, 1113991]	1	[212129, 1032351, 211775, 684720, 710877]
209937	[565516, 819545, 8374, 133432, 608532, 930511, 812708, 843815, 148257, 176412]	2	[577113, 948929, 651618, 851436, 674322]
712988	[220789, 820946, 959949, 794280, 1059771, 567966, 820898, 820903, 221093, 820945]	4	[608556, 910927, 776438, 300441, 187750]
1066318	[819545, 519223, 8374, 148257, 812708, 133432, 565516, 651618, 930511, 608532]	4	[1020394, 597114, 185111, 868946, 176412]
954257	[216509, 1056757, 1012386, 263406, 563282, 778356, 263714, 216215, 211888, 302470]	4	[24457, 516960, 99413, 565974, 879702]
713119	[1015485, 2529, 653716, 751642, 328496, 324577, 258191, 1100942, 809666, 190167]	1	[519708, 176353, 967616, 212168, 293945]
249070	[449821, 220712, 506, 866769, 443335, 600626, 1101692, 515936, 300590, 600566]	4	[881665, 809208, 663169, 246306, 215189]
667603	[327246, 1100319, 198972, 220302, 600548, 550, 900394, 1075531, 1004194, 220735]	0	[975380, 745003, 489490, 846411, 487957]
698321	[820898, 220789, 1059771, 900470, 67604, 959949, 221093, 794280, 187750, 567530]	3	[889499, 283950, 796972, 300648, 703625]
1058180	[846882, 541829, 246872, 616560, 816814, 265667, 248109, 843964, 846871, 458151]	4	[503760, 1032351, 300667, 315191, 247090]
452272	[411290, 273258, 515235, 455348, 188362, 334488, 565890, 1055927, 515291, 430390]	4	[701195, 185111, 455336, 1055885, 929615]
1379218	[775566, 1098216, 520751, 1059798, 900470, 600644, 820946, 187750, 959949, 300648]	3	[919900, 627760, 627297, 794280, 1101572]
1160872	[810885, 196188, 919384, 11623, 459806, 1043894, 741664, 468908, 905629, 1094348]	4	[811956, 430390, 284579, 94249, 209532]
1042967	[237890, 220029, 846743, 1010894, 516859, 755177, 492214, 876748, 546718, 699316]	2	[628469, 601217, 456464, 802060, 487957]
1121952	[1077937, 506865, 7187, 1061158, 342941, 62246, 902041, 864089, 1061156, 439847]	3	[805616, 283948, 275173, 203472, 1055350]
768360	[342941, 506865, 1061158, 864089, 34975, 203472, 264263, 547357, 284510, 1030168]	1	[906238, 317343, 1103912, 1097298, 757475]
1405758	[509713, 11817, 146265, 33776, 545600, 627008, 788037, 281442, 187552, 29784]	3	[142784, 864348, 491886, 243160, 1066648]
1120339	[497021, 103198, 407928, 435097, 72156, 300667, 260151, 869925, 821010, 820952]	0	[489490, 631494, 613844, 651618, 65413]
1438628	[1089868, 444284, 851436, 809746, 486876, 40910, 932123, 246602, 863666, 649877]	3	[1061262, 300712, 813176, 212574, 509713]
647448	[468322, 338512, 919538, 763060, 1105710, 373154, 706325, 215046, 890874, 926388]	4	[803853, 863547, 922876, 601850, 638609]
1452190	[765094, 149294, 842306, 775567, 503760, 901786, 300901, 441811, 409945, 583917]	0	[808828, 162603, 194604, 617119, 13313]
801415	[498800, 547357, 775298, 642706, 189599, 1061156, 333399, 203472, 254825, 264263]	2	[1059424, 600525, 864089, 1102992, 600366]
1417564	[1054653, 584241, 601021, 889499, 919389, 512686, 995495, 496169, 328408, 233756]	2	[144635, 763159, 272504, 1039262, 812528]
1130471	[846134, 197452, 634845, 212938, 522256, 246599, 209532, 386410, 180401, 10312]	4	[639172, 930511, 267978, 39053, 1094348]
1297838	[1091035, 1044037, 1056999, 543658, 843123, 180239, 365727, 614541, 1043592, 543622]	4	[244976, 37338, 675598, 487957, 106553]
1174766	[300527, 221989, 282716, 1053578, 481, 949959, 460, 600548, 975380, 583939]	2	[850643, 875393, 506217, 1026004, 459806]
176698	[1053248, 1032353, 512686, 338167, 812531, 979379, 782692, 710187, 300745, 212415]	0	[272504, 1025272, 180239, 1024513, 771733]
625968	[520751, 1029168, 864721, 1098216, 67604, 775566, 600625, 220789, 1059771, 220815]	0	[1059798, 638609, 168684, 23028, 740113]
289491	[180918, 317428, 910917, 846883, 547190, 846882, 792654, 846871, 644193, 247090]	0	[816814, 905672, 164754, 169962, 300628]
1392496	[683926, 195570, 328408, 812529, 255602, 13313, 616962, 314425, 812531, 272504]	1	[106553, 880231, 1051951, 1029168, 662334]
47383	[980367, 657326, 811760, 64014, 1062685, 465067, 622946, 881665, 300614, 584459]	2	[930511, 136927, 1106523, 381815, 14864]
1082781	[74235, 1078749, 1055927, 584623, 455348, 411290, 1106755, 188362, 349820, 277628]	4	[1030429, 1044834, 81013, 212033, 334488]
1190426	[852938, 825066, 1030429, 564099, 1051950, 1075646, 168302, 468405, 748136, 29704]	3	[516525, 1055351, 852127, 861424, 622964]
830937	[639756, 639736, 568234, 780186, 882344, 212574, 546505, 511957, 878610, 40910]	1	[247070, 850337, 552524, 496156, 509492]
1281317	[580942, 600911, 512261, 1053292, 748673, 439411, 28452, 1105947, 670320, 998098]	1	[1022919, 300882, 1101305, 864146, 926388]
749389	[468405, 314069, 29711, 616263, 852938, 883290, 748136, 474324, 776438, 328143]	0	[29704, 876953, 565982, 215588, 634146]
20572	[1051951, 281442, 315152, 14693, 11817, 615224, 1051175, 627008, 627227, 509713]	4	[734043, 734801, 11892, 768684, 788036]
247743	[803154, 506, 520735, 300590, 580159, 515936, 443335, 613844, 215189, 774063]	4	[302922, 490181, 263340, 8315, 600626]
254278	[241896, 811972, 327307, 1001363, 811958, 780646, 300850, 1053285, 148906, 335414]	4	[185113, 324510, 280705, 846883, 816295]
1071372	[775048, 61815, 375863, 1022919, 469817, 886911, 741491, 297726, 211775, 707528]	0	[818999, 864266, 224328, 1094442, 14693]
361530	[331435, 331453, 1070792, 854965, 626380, 979478, 631466, 580874, 516251, 863441]	0	[144635, 929615, 225489, 553296, 1090965]
224585	[252853, 1115793, 1041394, 91846, 134765, 794954, 794976, 485531, 819544, 1061262]	4	[274846, 553777, 192035, 906232, 203026]
666522	[441773, 601850, 600649, 176411, 349882, 222798, 519706, 490430, 882072, 39053]	4	[1061158, 846247, 564154, 31455, 663642]
1162041	[314425, 811923, 195570, 683926, 755151, 512684, 300745, 362522, 212089, 1032353]	1	[344790, 272504, 469814, 582802, 216469]
607715	[1069130, 1100153, 778364, 339702, 511157, 900786, 200635, 920065, 188681, 831484]	1	[600726, 686208, 1103355, 708802, 35397]
1016557	[300667, 497021, 521340, 103198, 681, 1059851, 520850, 407928, 435097, 820983]	1	[212233, 260151, 809666, 78133, 348009]
475415	[246597, 246499, 246613, 803853, 616523, 1094348, 810885, 846134, 246555, 1078026]	3	[394727, 11692, 11623, 1090965, 910646]
1103909	[505111, 820946, 1098216, 900449, 520751, 67604, 600644, 220789, 775566, 959949]	1	[1106755, 820945, 565890, 28763, 99826]
1162808	[509492, 882072, 39053, 176411, 349882, 222798, 864035, 516125, 519706, 441773]	3	[639736, 1030429, 324510, 490430, 1114430]
1411822	[212191, 919090, 515830, 543715, 300081, 775381, 910927, 264349, 1106440, 515212]	3	[506865, 173049, 196188, 584169, 1025304]
751879	[512261, 758085, 1105947, 439411, 900631, 312176, 148525, 212538, 212168, 900787]	4	[254939, 62246, 615224, 67025, 874549]
743646	[707528, 375863, 164753, 879949, 741492, 582368, 61815, 297726, 1102992, 775048]	2	[561355, 600656, 75639, 906225, 681]
871149	[652233, 1103912, 807810, 464292, 286408, 784863, 878452, 677285, 802901, 1053373]	0	[1062109, 297726, 863946, 910917, 1098338]
810511	[410253, 794976, 1041394, 661314, 91846, 819544, 410254, 284579, 224729, 302922]	3	[1057696, 1062685, 600625, 455336, 512686]
1428058	[386206, 694667, 686804, 188681, 158317, 900786, 343355, 1107293, 339702, 511157]	4	[61981, 574879, 491859, 869398, 1043466]
391779	[657326, 1106523, 887337, 980367, 622946, 64014, 193031, 465067, 1078745, 300614]	4	[547190, 876748, 191351, 1105947, 584459]
1082653	[573110, 265666, 251002, 1078047, 932123, 40910, 1089868, 151184, 882344, 1047069]	2	[1076994, 216285, 486876, 220789, 491911]
620095	[582802, 300427, 453107, 334412, 639688, 684720, 455850, 600461, 466280, 214329]	0	[300445, 217760, 562915, 146944, 512686]
802525	[220815, 1029168, 1101305, 1059798, 505111, 820945, 775566, 221093, 820946, 567966]	0	[1059787, 745096, 1050685, 853453, 215588]
288515	[1047069, 151184, 1078047, 265666, 1089868, 780186, 882344, 246602, 863666, 40910]	4	[503760, 224729, 979052, 31496, 277204]
413638	[443335, 900397, 613844, 449821, 774063, 300590, 281010, 215189, 520735, 515936]	4	[300081, 611312, 163289, 812590, 690312]
281204	[864447, 863547, 209212, 852994, 615722, 1113991, 95535, 697788, 1032351, 67025]	3	[487957, 843815, 598923, 171400, 920025]
1061250	[14863, 246487, 212938, 846116, 1074108, 11623, 810885, 246613, 846109, 576761]	3	[1060513, 819585, 220815, 149195, 547357]
560577	[506217, 510, 1105151, 600525, 300527, 600528, 198970, 481, 520623, 221989]	1	[1094348, 327246, 541861, 849875, 771783]
254262	[779211, 312771, 176353, 772055, 751642, 732927, 2529, 760390, 809666, 550465]	0	[1015485, 747499, 525345, 277204, 788488]
418730	[519694, 550065, 741493, 794976, 284579, 134765, 455336, 794954, 91846, 1041394]	1	[308531, 819540, 328496, 1114430, 364925]
