userid	history_list	pos_target	full_candidate
514219	[505111, 67604, 820945, 221093, 567966]	7	[600525, 44855, 843429, 670320, 480092, 198972, 715, 820898, 812528, 225225]
1400273	[514116, 246235, 468908, 460224, 1043894]	8	[261441, 246613, 622964, 864089, 695817, 342630, 23518, 376678, 1036760, 1050685]
548403	[510970, 331259, 741469, 681368, 27726]	8	[1078749, 645929, 639688, 1041638, 180401, 491886, 524496, 614538, 409236, 214934]
445111	[628113, 808828, 919412, 149294, 409945]	5	[35090, 877343, 547886, 284510, 595627, 2327, 262637, 142784, 807810, 801571]
74443	[553296, 798626, 286321, 370915, 934248]	2	[896151, 37237, 951925, 302470, 614280, 473680, 911093, 872587, 1082586, 219291]
1252698	[922894, 631466, 922943, 331453, 547886]	0	[446185, 631881, 300551, 600341, 486876, 431421, 553327, 25827, 375790, 64014]
766206	[799036, 607725, 354231, 313999, 799051]	4	[1014661, 886039, 731241, 1046487, 57871, 567966, 878433, 631467, 1061408, 608464]
1275839	[811972, 512322, 849603, 212129, 928071]	9	[315352, 220675, 1039262, 279252, 600746, 434309, 579377, 734801, 628493, 33047]
900061	[853453, 86292, 878403, 774080, 1102913]	2	[953844, 696406, 553774, 210438, 541829, 456348, 518440, 453107, 400532, 821245]
842218	[964825, 614026, 479140, 34984, 254939]	0	[458710, 283741, 584169, 277724, 173659, 701147, 587274, 176412, 205101, 862782]
445425	[519229, 455336, 741493, 91846, 794976]	8	[867660, 448641, 551465, 301010, 62246, 519708, 1078749, 176516, 441774, 300892]
937979	[98665, 771770, 10312, 1074188, 180401]	7	[877696, 911093, 511092, 608464, 911880, 1171, 1001363, 246306, 812542, 482495]
88381	[755151, 43196, 338167, 811927, 627654]	1	[1171, 710187, 349820, 810170, 178952, 662086, 564559, 284510, 299713, 778364]
716400	[333399, 203472, 284510, 264263, 775298]	3	[876953, 820898, 811624, 138900, 812590, 324577, 534768, 370915, 842306, 469814]
1419514	[314069, 317573, 468405, 29704, 1075646]	7	[335414, 909982, 180947, 901786, 561249, 900394, 300018, 251060, 26102, 1089689]
777053	[1047069, 212574, 151184, 846187, 809746]	3	[515291, 600461, 626528, 851436, 602886, 261, 465212, 1069131, 842288, 703625]
444920	[146944, 600528, 220675, 90127, 458831]	6	[573866, 491886, 580942, 562451, 246499, 954111, 282716, 460762, 629604, 602886]
529169	[820946, 67604, 1098216, 794280, 1059798]	9	[28222, 391368, 794976, 1038512, 545600, 15355, 812001, 323567, 843815, 505111]
339174	[546398, 576761, 14864, 246597, 1078026]	8	[1101572, 863649, 17474, 311193, 372747, 608464, 900415, 286321, 846116, 490181]
203953	[433880, 158317, 343355, 1069130, 920065]	7	[1082586, 779745, 354224, 1008012, 524620, 11160, 709999, 277724, 705333, 188362]
778848	[473680, 520678, 550, 844543, 1004194]	1	[1051714, 520659, 863946, 883740, 626528, 1042802, 794954, 178934, 772055, 1078047]
911207	[522072, 151828, 254426, 815290, 287179]	3	[602105, 1030222, 803588, 887336, 576005, 519225, 212093, 1101692, 741491, 193031]
374268	[816814, 644193, 564162, 265667, 846883]	0	[846871, 299060, 944821, 1043466, 510968, 1054653, 469817, 482486, 46261, 797649]
1165400	[225489, 342886, 506200, 602032, 482488]	6	[185111, 518440, 198972, 757463, 375589, 817354, 182108, 150140, 23518, 279889]
198880	[788041, 597857, 837446, 550180, 300778]	0	[280705, 630252, 608556, 776438, 220815, 262637, 808828, 811977, 762663, 91846]
299649	[1039288, 98665, 130364, 276033, 196188]	2	[300767, 301010, 522256, 814750, 562794, 547190, 920025, 876748, 615832, 565982]
638973	[1062817, 452458, 506200, 33004, 242605]	6	[583939, 797016, 809746, 563185, 1014661, 745003, 602032, 757475, 881717, 11160]
1377241	[491762, 564154, 1056757, 879702, 563282]	9	[921073, 35262, 807810, 24666, 601049, 336125, 333399, 485183, 2262, 209734]
453714	[600548, 300527, 863657, 221989, 450]	0	[600528, 901276, 1037692, 189599, 577644, 344790, 22879, 333874, 474324, 881665]
1263398	[1036760, 741664, 905629, 1088803, 1044821]	4	[899195, 980367, 313999, 1044028, 460224, 624389, 84947, 944821, 1077937, 216575]
1325258	[512914, 246872, 616560, 1016093, 547190]	4	[812531, 763159, 83830, 313999, 247090, 280705, 882491, 521340, 512304, 1021656]
1181540	[864078, 1044821, 15520, 1088803, 180401]	5	[953844, 442087, 333874, 314425, 582368, 905629, 459551, 39464, 215588, 430390]
17810	[24666, 83830, 345660, 909982, 579377]	8	[277804, 175442, 1020394, 715, 1100942, 149195, 1077937, 1055350, 81148, 26555]
1405231	[580942, 811977, 92297, 28452, 1105947]	2	[661007, 598923, 300882, 863441, 818999, 1032361, 334412, 49949, 164252, 602886]
1068376	[760154, 889499, 608556, 300767, 255602]	3	[1115793, 1053248, 1114430, 362522, 578721, 476023, 1053892, 692525, 931953, 348009]
214250	[175442, 889499, 959911, 755151, 233756]	2	[516581, 299713, 480381, 133432, 151828, 877393, 203472, 150140, 189150, 151184]
1025234	[802901, 677285, 565974, 784863, 173049]	5	[763060, 308539, 522072, 194604, 489490, 652233, 221738, 867660, 769390, 273258]
167598	[265666, 40910, 546505, 1089868, 809746]	5	[843123, 1025593, 1053282, 582464, 779749, 573110, 200050, 1057401, 511437, 165147]
215967	[815290, 515255, 867631, 381453, 582682]	5	[547190, 1090965, 1059863, 772185, 745003, 479978, 175818, 327307, 173628, 433880]
826546	[1042802, 758535, 29704, 883290, 861424]	2	[280705, 1032361, 1030429, 1009302, 189150, 248342, 600656, 967584, 873473, 1115793]
648352	[686208, 1100153, 1107293, 686804, 298760]	5	[788036, 558318, 511092, 327307, 600625, 1078257, 923378, 878177, 13869, 328408]
1268808	[583939, 458831, 95122, 317343, 189599]	9	[278641, 906232, 512322, 959551, 803588, 283741, 142784, 410253, 281010, 282716]
528658	[212149, 276785, 812001, 296336, 300901]	8	[159979, 1103262, 802921, 585469, 524620, 327006, 1053285, 919384, 529923, 809746]
514355	[220815, 820945, 775566, 600644, 74110]	8	[1076104, 912826, 217597, 468433, 300590, 964825, 278641, 308551, 600728, 775298]
1444330	[578527, 92297, 512261, 1105947, 300882]	9	[300614, 479978, 492608, 715, 901276, 919285, 285686, 216529, 910303, 312176]
774066	[187358, 15522, 159979, 547649, 234872]	1	[94249, 98665, 812338, 1059360, 583171, 72156, 779211, 906238, 106338, 313999]
58581	[954111, 553774, 8400, 603442, 13927]	7	[605575, 861424, 224328, 342630, 455850, 843429, 750769, 220248, 864266, 196603]
984423	[1053285, 811969, 812550, 33047, 582230]	3	[176353, 842306, 1051680, 1046853, 699317, 211775, 899195, 655197, 158832, 547152]
150289	[959833, 819708, 334737, 834072, 192686]	1	[476960, 268116, 335118, 511092, 514116, 434309, 1009302, 639227, 287620, 81013]
1440751	[1089868, 40910, 846691, 649877, 932123]	8	[818999, 545600, 651618, 1026004, 216285, 625232, 799036, 692525, 511957, 216469]
918023	[811760, 465067, 657326, 1062685, 193031]	1	[74110, 887338, 815394, 287620, 451658, 1054679, 864089, 780209, 337118, 627550]
816613	[450, 583939, 460, 560486, 481]	5	[248664, 561630, 394969, 1059863, 600366, 600528, 469814, 883415, 545600, 542850]
284621	[220315, 512304, 1004194, 381854, 339688]	0	[583939, 585469, 460224, 705333, 928071, 931492, 815292, 1088282, 224729, 752689]
1397368	[580942, 998098, 212155, 439411, 459551]	1	[1007570, 300882, 562821, 686228, 224328, 194604, 185113, 524620, 613844, 1097298]
733782	[626718, 631466, 331453, 922943, 446185]	4	[157191, 461895, 262080, 8374, 625636, 1052635, 206, 525356, 568048, 331212]
1202282	[328143, 1051174, 1038512, 29711, 758535]	2	[600911, 628113, 868946, 547190, 516119, 1078257, 31350, 462786, 862077, 261263]
422434	[336125, 909982, 515255, 24666, 520559]	9	[505111, 1074312, 106553, 491911, 262187, 253916, 541829, 878433, 573176, 867631]
1381580	[1044028, 516357, 516251, 922943, 580874]	1	[1066648, 1062287, 673636, 670549, 638641, 1103262, 216285, 313704, 615224, 168247]
736182	[343355, 1107293, 298760, 686804, 386206]	2	[333399, 371026, 511157, 393245, 600548, 207566, 700867, 564150, 196188, 681360]
1368926	[811760, 622946, 657326, 1106523, 980367]	6	[900341, 491859, 564127, 297546, 562821, 261263, 887337, 228638, 81654, 807]
1109772	[349882, 176411, 39053, 811381, 613]	3	[900299, 371026, 516357, 663642, 844547, 900456, 928071, 1076104, 293945, 354225]
442077	[1016093, 262187, 516960, 564162, 792654]	4	[918899, 1056696, 193031, 2168, 846883, 1088282, 375790, 653716, 855139, 652233]
41346	[512684, 512682, 811921, 627654, 272504]	9	[1075646, 511437, 99114, 601126, 584623, 386184, 473680, 900341, 1051714, 328408]
1159365	[1056999, 843123, 543622, 365727, 1043592]	0	[460789, 711272, 811958, 614026, 960291, 616523, 900463, 558261, 1057545, 960293]
329493	[349820, 1078749, 815857, 957464, 584623]	7	[297726, 1061408, 686804, 565974, 614234, 281442, 282962, 215515, 834072, 1069130]
1402836	[591, 844547, 867261, 1102432, 812123]	8	[284579, 630311, 578862, 282962, 775298, 843429, 14030, 1055885, 635, 217553]
674417	[600911, 758085, 878177, 439411, 900631]	0	[734801, 1037692, 863367, 459551, 460224, 307568, 813782, 33004, 248664, 1102097]
1015807	[600452, 812431, 878433, 269683, 939582]	7	[547886, 1037622, 747148, 480586, 206, 144683, 1093605, 708802, 546398, 262187]
1446310	[215327, 476539, 411290, 349820, 215515]	1	[410646, 188362, 496156, 468405, 490770, 837446, 547357, 308531, 381453, 916630]
321661	[24666, 515255, 815290, 579377, 522072]	7	[371026, 768139, 1061408, 595627, 880090, 1059798, 584165, 867631, 741664, 146944]
1283638	[239630, 900355, 450, 520678, 512304]	5	[600746, 265667, 668049, 900787, 279889, 1075531, 1051950, 1024513, 221093, 845735]
775441	[217628, 1057545, 919522, 789565, 1037692]	9	[1104502, 574973, 1101305, 260151, 1041406, 148257, 287620, 495160, 820229, 817354]
248057	[24960, 130364, 196188, 563184, 522256]	6	[808828, 699271, 902041, 582076, 1090295, 504661, 1074108, 433524, 561197, 650083]
1456709	[179009, 268116, 576005, 959833, 192686]	8	[515235, 262080, 188681, 35397, 157903, 1103262, 282962, 1015485, 819708, 491886]
957211	[215341, 869398, 815255, 809521, 815257]	5	[216215, 260151, 649876, 778364, 910917, 750769, 430280, 331435, 1098488, 72156]
995042	[474324, 251060, 809502, 263755, 1075646]	9	[264227, 346759, 628113, 331296, 108205, 459806, 1052996, 220248, 591, 168302]
840906	[584241, 601021, 889499, 1032353, 811927]	7	[1101709, 553296, 7187, 805408, 716, 234841, 342630, 782692, 338512, 788036]
1091314	[863547, 879350, 280705, 67025, 1113991]	4	[258192, 212129, 900495, 277001, 1032351, 225225, 287234, 710877, 684720, 211775]
209937	[930511, 812708, 843815, 148257, 176412]	2	[674322, 106529, 651618, 851436, 511687, 577113, 14030, 948929, 651189, 37237]
712988	[567966, 820898, 820903, 221093, 820945]	0	[187750, 490430, 563184, 300441, 608556, 910927, 468322, 805408, 212089, 776438]
1066318	[133432, 565516, 651618, 930511, 608532]	3	[268116, 597114, 799036, 176412, 479978, 185111, 868946, 34577, 1020394, 910646]
954257	[778356, 263714, 216215, 211888, 302470]	8	[516960, 446185, 627008, 615639, 1053292, 24457, 99413, 565974, 879702, 450]
713119	[324577, 258191, 1100942, 809666, 190167]	7	[755177, 663642, 212168, 910542, 220315, 519708, 967616, 176353, 293945, 1051680]
249070	[600626, 1101692, 515936, 300590, 600566]	7	[812338, 394727, 164754, 663169, 881665, 246306, 300631, 215189, 809208, 778939]
667603	[550, 900394, 1075531, 1004194, 220735]	5	[564, 344790, 370918, 487957, 745003, 975380, 846411, 489490, 558322, 178952]
698321	[959949, 221093, 794280, 187750, 567530]	3	[638223, 889499, 796972, 300648, 703625, 300712, 657326, 283950, 264344, 283201]
1058180	[265667, 248109, 843964, 846871, 458151]	8	[503760, 315191, 300667, 381426, 269599, 515291, 313525, 452724, 247090, 1032351]
452272	[334488, 565890, 1055927, 515291, 430390]	4	[300590, 512686, 896151, 185111, 929615, 455368, 1055885, 701195, 455336, 264344]
1379218	[600644, 820946, 187750, 959949, 300648]	5	[811977, 547190, 1101572, 311420, 46261, 794280, 1036444, 627297, 919900, 627760]
1160872	[1043894, 741664, 468908, 905629, 1094348]	1	[284579, 209532, 916686, 811956, 745003, 94249, 812338, 817985, 430390, 1059863]
1042967	[755177, 492214, 876748, 546718, 699316]	9	[8667, 1055024, 601217, 809502, 74235, 628469, 802060, 487957, 613, 456464]
1121952	[62246, 902041, 864089, 1061156, 439847]	9	[178100, 1052635, 283948, 1036444, 805616, 168302, 200050, 1055350, 275173, 203472]
768360	[203472, 264263, 547357, 284510, 1030168]	5	[215982, 1103912, 874549, 1037017, 964825, 317343, 1097298, 808358, 906238, 757475]
1405758	[627008, 788037, 281442, 187552, 29784]	5	[491886, 142784, 1066648, 960293, 600212, 243160, 772055, 855139, 2637, 864348]
1120339	[300667, 260151, 869925, 821010, 820952]	7	[812431, 651618, 798992, 613844, 631494, 200635, 516497, 489490, 65413, 873478]
1438628	[40910, 932123, 246602, 863666, 649877]	2	[456571, 95419, 212574, 529923, 560486, 509713, 873473, 813176, 300712, 1061262]
647448	[373154, 706325, 215046, 890874, 926388]	4	[863547, 922876, 741491, 601850, 638609, 42838, 630252, 846411, 331101, 803853]
1452190	[901786, 300901, 441811, 409945, 583917]	8	[146944, 554639, 617119, 162603, 194604, 790726, 465067, 13313, 808828, 884053]
801415	[1061156, 333399, 203472, 254825, 264263]	1	[525356, 864089, 1102992, 880749, 1059424, 1020394, 600366, 251966, 600525, 778364]
1417564	[512686, 995495, 496169, 328408, 233756]	0	[272504, 144635, 812528, 905629, 843429, 934248, 631626, 1039262, 434309, 763159]
1130471	[246599, 209532, 386410, 180401, 10312]	2	[601949, 626718, 1094348, 639172, 13869, 1739, 267978, 930511, 39053, 78613]
1297838	[180239, 365727, 614541, 1043592, 543622]	8	[1086009, 198066, 1078026, 675598, 1074188, 37338, 244976, 846411, 106553, 487957]
1174766	[949959, 460, 600548, 975380, 583939]	1	[459806, 506217, 515329, 850643, 354231, 1026004, 611960, 875393, 698373, 809502]
176698	[979379, 782692, 710187, 300745, 212415]	6	[771733, 1025272, 331101, 254939, 587274, 180239, 272504, 136927, 1024513, 178934]
625968	[775566, 600625, 220789, 1059771, 220815]	1	[638609, 1059798, 23028, 313476, 900568, 740113, 844547, 810170, 212538, 168684]
289491	[846882, 792654, 846871, 644193, 247090]	1	[313999, 816814, 512684, 681926, 164754, 333874, 300628, 335118, 169962, 905672]
1392496	[13313, 616962, 314425, 812531, 272504]	4	[381969, 1051951, 300427, 519708, 880231, 106553, 1029168, 1053255, 822171, 662334]
47383	[465067, 622946, 881665, 300614, 584459]	0	[1106523, 151184, 136927, 930511, 462473, 1025304, 14864, 381815, 535633, 185289]
1082781	[411290, 1106755, 188362, 349820, 277628]	2	[1030429, 81013, 334488, 1056620, 212178, 1044834, 253916, 212033, 197452, 151457]
1190426	[1075646, 168302, 468405, 748136, 29704]	0	[861424, 516525, 239630, 852127, 580874, 456506, 1055351, 622964, 967584, 373102]
830937	[212574, 546505, 511957, 878610, 40910]	4	[931492, 496156, 1026004, 970550, 850337, 509492, 297726, 552524, 212191, 247070]
1281317	[439411, 28452, 1105947, 670320, 998098]	9	[864146, 1022919, 819000, 879278, 778988, 246872, 1101305, 926388, 220315, 300882]
749389	[883290, 748136, 474324, 776438, 328143]	3	[451658, 634146, 565982, 29704, 215588, 1059714, 876953, 863946, 1101305, 1059851]
20572	[615224, 1051175, 627008, 627227, 509713]	1	[1098216, 788036, 734043, 11892, 625232, 515830, 255602, 734801, 768684, 825066]
247743	[515936, 443335, 613844, 215189, 774063]	0	[600626, 212175, 8315, 553779, 817727, 264344, 263340, 490181, 302922, 220490]
254278	[780646, 300850, 1053285, 148906, 335414]	5	[521514, 846883, 821245, 185113, 31496, 816295, 280705, 1053272, 686804, 324510]
1071372	[886911, 741491, 297726, 211775, 707528]	1	[396326, 818999, 22879, 334488, 14693, 1094442, 1101709, 224328, 1115606, 864266]
361530	[979478, 631466, 580874, 516251, 863441]	7	[225489, 513529, 628493, 686208, 929615, 582110, 1090965, 144635, 553296, 995495]
224585	[794954, 794976, 485531, 819544, 1061262]	4	[553777, 906232, 931352, 601217, 203026, 441811, 64014, 644852, 192035, 274846]
666522	[222798, 519706, 490430, 882072, 39053]	4	[565982, 344790, 31455, 633232, 663642, 564154, 846247, 649877, 1061158, 852994]
1162041	[512684, 300745, 362522, 212089, 1032353]	1	[469814, 272504, 198970, 330380, 344790, 582802, 1044573, 216469, 587, 430748]
607715	[900786, 200635, 920065, 188681, 831484]	8	[634722, 708802, 131559, 15520, 262193, 1103355, 1065407, 600726, 686208, 35397]
1016557	[1059851, 520850, 407928, 435097, 820983]	6	[809666, 349820, 616523, 212233, 348009, 600566, 260151, 434528, 78133, 789565]
475415	[1094348, 810885, 846134, 246555, 1078026]	8	[445212, 394727, 910646, 764432, 616263, 11623, 11692, 816257, 1090965, 249544]
1103909	[67604, 600644, 220789, 775566, 959949]	4	[565890, 880749, 2224, 28763, 820945, 99826, 1106755, 210814, 849603, 900456]
1162808	[222798, 864035, 516125, 519706, 441773]	8	[324510, 1114430, 168302, 846109, 639736, 1030429, 1053272, 171400, 490430, 23302]
1411822	[775381, 910927, 264349, 1106440, 515212]	0	[584169, 600366, 1102913, 874933, 1038468, 196188, 24666, 173049, 1025304, 506865]
751879	[312176, 148525, 212538, 212168, 900787]	2	[62246, 254939, 874549, 1031994, 710320, 615224, 409236, 1054196, 1055789, 67025]
743646	[582368, 61815, 297726, 1102992, 775048]	6	[600656, 95591, 300445, 906225, 449821, 681, 75639, 880231, 561355, 146265]
871149	[784863, 878452, 677285, 802901, 1053373]	8	[769390, 459551, 239630, 297726, 695817, 1098338, 910917, 863946, 1062109, 802056]
810511	[819544, 410254, 284579, 224729, 302922]	2	[1062685, 512709, 455336, 194899, 600625, 1057696, 1115794, 616523, 512686, 867261]
1428058	[900786, 343355, 1107293, 339702, 511157]	4	[265336, 574879, 189599, 300640, 1043466, 61981, 224956, 330241, 869398, 491859]
391779	[64014, 193031, 465067, 1078745, 300614]	3	[876748, 617119, 547190, 584459, 1105947, 513529, 564130, 234872, 398834, 191351]
1082653	[40910, 1089868, 151184, 882344, 1047069]	3	[216285, 1076994, 15355, 486876, 909816, 657326, 506865, 491911, 516497, 220789]
620095	[684720, 455850, 600461, 466280, 214329]	9	[747148, 562915, 762663, 675598, 820903, 146944, 217760, 512686, 916686, 300445]
802525	[820945, 775566, 221093, 820946, 567966]	9	[214329, 745096, 1008188, 482488, 784863, 215588, 853453, 219923, 1050685, 1059787]
288515	[780186, 882344, 246602, 863666, 40910]	4	[812542, 31496, 881665, 224729, 277204, 979052, 600548, 106338, 1053578, 503760]
413638	[300590, 281010, 215189, 520735, 515936]	1	[1053578, 690312, 753631, 812590, 512914, 300081, 163289, 611312, 901786, 1102992]
281204	[1113991, 95535, 697788, 1032351, 67025]	6	[920025, 487957, 598923, 315352, 843815, 520850, 171400, 1093795, 247621, 205101]
1061250	[11623, 810885, 246613, 846109, 576761]	2	[819585, 547357, 149195, 597749, 547360, 169962, 1025272, 882072, 220815, 1060513]
560577	[600528, 198970, 481, 520623, 221989]	7	[541861, 628469, 794976, 771783, 849875, 1094348, 175442, 327246, 458151, 11817]
254262	[732927, 2529, 760390, 809666, 550465]	8	[525345, 26102, 506200, 788488, 146265, 300581, 168247, 747499, 1015485, 277204]
418730	[134765, 455336, 794954, 91846, 1041394]	4	[308531, 313999, 751655, 468322, 819540, 364925, 504661, 1114430, 328496, 13948]
129195	[811760, 465067, 657326, 193031, 1106523]	6	[497021, 248109, 165972, 476620, 511687, 584165, 980367, 1115793, 333874, 460]
